Iniciando a iteração 1 de 30...
algorithm,tp,fp,fn,tn,precision,recall,accuracy,specificity,f1,iterations,duration_ms
2
Voting,2231,1116,315,688,0.6666,0.8763,0.6710,0.3814,0.7572,1,16
14
TruthFinder,2240,1107,306,697,0.6693,0.8798,0.6752,0.3864,0.7602,2,84
13
TwoEstimates,2253,1094,293,710,0.6731,0.8849,0.6811,0.3936,0.7646,6,125
95
ThreeEstimate,2266,1081,280,723,0.6770,0.8900,0.6871,0.4008,0.7690,100,855
15
SimpleLCA,2243,1104,303,700,0.6702,0.8810,0.6766,0.3880,0.7612,4,85
16
GuessLCA,2242,1105,304,699,0.6699,0.8806,0.6761,0.3875,0.7609,4,71
18
AccuCopy_TT,2246,1101,300,703,0.6710,0.8822,0.6779,0.3897,0.7623,2,84
14
AccuCopy_TF,2247,1100,299,704,0.6713,0.8826,0.6784,0.3902,0.7626,3,89
16
AccuCopy_FT,2242,1105,304,699,0.6699,0.8806,0.6761,0.3875,0.7609,2,30
15
AccuCopy_FF,2237,1110,309,694,0.6684,0.8786,0.6738,0.3847,0.7592,3,41
74
LTM,159,381,2387,1423,0.2944,0.0625,0.3637,0.7888,0.1030,500,713
Resultados da iteração 1 salvos em: movies_results_run_1.csv
Iniciando a iteração 2 de 30...
algorithm,tp,fp,fn,tn,precision,recall,accuracy,specificity,f1,iterations,duration_ms
2
Voting,2231,1116,315,688,0.6666,0.8763,0.6710,0.3814,0.7572,1,17
13
TruthFinder,2240,1107,306,697,0.6693,0.8798,0.6752,0.3864,0.7602,2,43
20
TwoEstimates,2253,1094,293,710,0.6731,0.8849,0.6811,0.3936,0.7646,6,88
110
ThreeEstimate,2266,1081,280,723,0.6770,0.8900,0.6871,0.4008,0.7690,100,934
12
SimpleLCA,2243,1104,303,700,0.6702,0.8810,0.6766,0.3880,0.7612,4,29
16
GuessLCA,2242,1105,304,699,0.6699,0.8806,0.6761,0.3875,0.7609,4,41
18
AccuCopy_TT,2246,1101,300,703,0.6710,0.8822,0.6779,0.3897,0.7623,2,46
14
AccuCopy_TF,2247,1100,299,704,0.6713,0.8826,0.6784,0.3902,0.7626,3,62
15
AccuCopy_FT,2242,1105,304,699,0.6699,0.8806,0.6761,0.3875,0.7609,2,26
16
AccuCopy_FF,2237,1110,309,694,0.6684,0.8786,0.6738,0.3847,0.7592,3,33
20
LTM,163,387,2383,1417,0.2964,0.0640,0.3632,0.7855,0.1053,500,524
Resultados da iteração 2 salvos em: movies_results_run_2.csv
Iniciando a iteração 3 de 30...
algorithm,tp,fp,fn,tn,precision,recall,accuracy,specificity,f1,iterations,duration_ms
2
Voting,2231,1116,315,688,0.6666,0.8763,0.6710,0.3814,0.7572,1,11
14
TruthFinder,2240,1107,306,697,0.6693,0.8798,0.6752,0.3864,0.7602,2,38
16
TwoEstimates,2253,1094,293,710,0.6731,0.8849,0.6811,0.3936,0.7646,6,53
111
ThreeEstimate,2266,1081,280,723,0.6770,0.8900,0.6871,0.4008,0.7690,100,634
12
SimpleLCA,2243,1104,303,700,0.6702,0.8810,0.6766,0.3880,0.7612,4,31
18
GuessLCA,2242,1105,304,699,0.6699,0.8806,0.6761,0.3875,0.7609,4,40
20
AccuCopy_TT,2246,1101,300,703,0.6710,0.8822,0.6779,0.3897,0.7623,2,52
17
